sNoEmplacement,nNoTroncon,longitude,latitude
G288,1458,-73.567122,45.510243
G289,1458,-73.567087,45.510314
G290,1458,-73.567087,45.510314
G291,1458,-73.567038,45.510416
G292,1458,-73.567038,45.510416
G293,1458,-73.566989,45.510515
G294,1458,-73.566989,45.510515
G301,1461,-73.566718,45.511756
G302,1462,-73.566619,45.511371
G303,1462,-73.566619,45.511371
G304,1462,-73.566595,45.511449
G306,1462,-73.56655,45.511588
G307,1462,-73.56653,45.511646
G308,1462,-73.56653,45.511646
G315,1463,-73.566537,45.512319
G316,1463,-73.566537,45.512319
G317,1463,-73.566511,45.512399
G319,1463,-73.566465,45.512542
G320,1463,-73.566465,45.512542
G321,1463,-73.566429,45.512648
G322,1463,-73.566429,45.512648
G323,1463,-73.566407,45.512715
G355,1464,-73.566443,45.511906
G356,1464,-73.566443,45.511906
G357,1464,-73.566408,45.512015
G358,1464,-73.566408,45.512015
G359,1464,-73.566372,45.512124
G360,1464,-73.566372,45.512124
G361,1464,-73.566346,45.512202
G362,1464,-73.566327,45.512263
G363,1464,-73.566301,45.512341
G364,1464,-73.566301,45.512341
G365,1464,-73.566265,45.51245
G366,1464,-73.566265,45.51245
G367,1464,-73.566229,45.512559
G368,1464,-73.566229,45.512559
G372,1464,-73.566156,45.512781
G373,1464,-73.566123,45.51288
G374,1464,-73.566123,45.51288
G375,1464,-73.566088,45.512989
G376,1464,-73.566088,45.512989
G377,1464,-73.566058,45.51308
G385,1464,-73.565913,45.513528
G386,1464,-73.565913,45.513528
G387,1464,-73.565877,45.513639
G388,1464,-73.565877,45.513639
G389,1464,-73.565842,45.513749
G390,1464,-73.565842,45.513749
G391,1464,-73.565805,45.51386
G392,1464,-73.565805,45.51386
G393,1464,-73.56577,45.51397
G394,1464,-73.56577,45.51397
G397,1464,-73.565711,45.514151
G398,1464,-73.565711,45.514151
G400,1464,-73.565643,45.514359
G401,1464,-73.565643,45.514359
G402,1464,-73.56561,45.514464
G403,1464,-73.56561,45.514464
G404,1464,-73.565576,45.514569
G405,1464,-73.565576,45.514569
G324,1465,-73.566324,45.512942
G327,1465,-73.566271,45.513107
G328,1465,-73.566271,45.513107
G330,1465,-73.566238,45.513209
G331,1465,-73.566208,45.513302
G332,1465,-73.566208,45.513302
G333,1465,-73.566183,45.513378
G334,1466,-73.5661,45.513651
G335,1466,-73.5661,45.513651
G344,1466,-73.565917,45.514223
G345,1466,-73.565917,45.514223
G346,1466,-73.565883,45.514328
G347,1466,-73.565883,45.514328
G348,1466,-73.565867,45.514381
G351,1466,-73.56579,45.514618
G352,1466,-73.56579,45.514618
G353,1466,-73.565761,45.514706
H845,1512,-73.561987,45.513042
H846,1512,-73.561867,45.512984
H847,1512,-73.561867,45.512984
H850,1512,-73.561638,45.512881
H851,1512,-73.561638,45.512881
H852,1512,-73.561509,45.512822
H853,1512,-73.561509,45.512822
H838,1529,-73.56259,45.513294
H839,1529,-73.562465,45.513238
H840,1529,-73.562465,45.513238
H842,1529,-73.562253,45.513142
H843,1529,-73.562253,45.513142
G718,1559,-73.563539,45.514684
G719,1559,-73.563496,45.514729
G720,1559,-73.563496,45.514729
G721,1559,-73.563415,45.514821
G722,1559,-73.563415,45.514821
G723,1559,-73.563371,45.514871
H807,1567,-73.562,45.511687
H808,1567,-73.562,45.511687
H809,1567,-73.561917,45.511649
H814,1567,-73.561623,45.511515
H815,1567,-73.561519,45.511469
H816,1567,-73.561519,45.511469
H778,1568,-73.562092,45.511591
H779,1568,-73.562092,45.511591
H780,1568,-73.561963,45.511533
H781,1568,-73.561963,45.511533
H782,1568,-73.561894,45.511508
G102,1592,-73.57106,45.508463
G103,1592,-73.571027,45.508522
G104,1592,-73.571027,45.508522
G105,1592,-73.570982,45.508601
G106,1592,-73.570966,45.508634
G107,1592,-73.570925,45.508713
G108,1592,-73.570895,45.508776
G109,1592,-73.570895,45.508776
G110,1592,-73.570848,45.508871
G144,1593,-73.570605,45.509429
G145,1593,-73.570605,45.509429
G146,1593,-73.57056,45.50954
G147,1593,-73.57056,45.50954
G148,1593,-73.570514,45.50965
G149,1593,-73.570514,45.50965
G150,1593,-73.570492,45.509706
G151,1593,-73.570453,45.509782
G152,1593,-73.570431,45.509834
G153,1593,-73.570394,45.509918
G155,1593,-73.570353,45.510014
G156,1593,-73.57032,45.510089
G157,1593,-73.57032,45.510089
G158,1593,-73.570295,45.510144
G159,1593,-73.570251,45.51025
G160,1593,-73.570251,45.51025
G164,1593,-73.570141,45.5105
G165,1593,-73.570141,45.5105
G166,1593,-73.570121,45.510608
G167,1593,-73.570121,45.510608
PA190,1595,-73.57079,45.509732
PA191,1595,-73.570747,45.509828
PA192,1595,-73.570747,45.509828
PA202,1596,-73.570594,45.510184
PA203,1596,-73.570551,45.51028
PA204,1596,-73.570529,45.510332
PA205,1596,-73.570529,45.510332
PA206,1596,-73.570483,45.510435
PA207,1596,-73.570483,45.510435
PA208,1596,-73.570438,45.510538
PA209,1596,-73.570438,45.510538
PA210,1596,-73.570393,45.510641
PA211,1596,-73.570393,45.510641
PA213,1596,-73.570335,45.510772
PA214,1596,-73.570308,45.510822
PA215,1596,-73.570267,45.510919
PA216,1596,-73.570267,45.510919
PA217,1596,-73.570232,45.511025
PA218,1596,-73.570232,45.511025
G617,1622,-73.566367,45.511798
G619,1622,-73.566226,45.511731
G620,1622,-73.566226,45.511731
G621,1622,-73.566162,45.511702
G622,1622,-73.566033,45.511643
G623,1622,-73.566033,45.511643
G624,1622,-73.565969,45.511613
G625,1622,-73.56584,45.511555
G626,1622,-73.56584,45.511555
G627,1622,-73.565711,45.511496
G628,1622,-73.565711,45.511496
G629,1622,-73.565583,45.511437
G630,1622,-73.565583,45.511437
G631,1622,-73.565454,45.511378
G632,1622,-73.565454,45.511378
G633,1622,-73.565325,45.511319
G634,1622,-73.565325,45.511319
G637,1622,-73.565112,45.511221
G638,1622,-73.565112,45.511221
G639,1622,-73.565043,45.511189
G595,1623,-73.566436,45.511681
G596,1623,-73.566436,45.511681
G597,1623,-73.566333,45.511633
G599,1623,-73.566128,45.511541
G600,1623,-73.566128,45.511541
G602,1623,-73.566008,45.511484
G603,1623,-73.565897,45.511434
G604,1623,-73.565897,45.511434
G612,1623,-73.565315,45.511171
G613,1623,-73.565315,45.511171
G616,1623,-73.56512,45.511081
H758,1624,-73.564618,45.510853
H759,1624,-73.564618,45.510853
H762,1624,-73.564391,45.510751
H768,1625,-73.564674,45.511022
H769,1625,-73.564674,45.511022
H770,1625,-73.564553,45.510968
H772,1625,-73.564393,45.510896
H773,1625,-73.564393,45.510896
G174,1686,-73.567982,45.512002
G175,1686,-73.567982,45.512002
G176,1686,-73.567954,45.512109
G177,1686,-73.567954,45.512109
G178,1686,-73.567929,45.512216
G179,1686,-73.567929,45.512216
G180,1686,-73.567905,45.512297
H301,2020,-73.562354,45.509651
H302,2020,-73.562354,45.509651
H303,2020,-73.562301,45.509711
Q461,2028,-73.559458,45.512933
Q462,2028,-73.559458,45.512933
Q463,2028,-73.559374,45.513023
Q464,2028,-73.559374,45.513023
H307,2031,-73.561861,45.509342
H308,2031,-73.561861,45.509342
H309,2031,-73.561782,45.509435
H310,2031,-73.561782,45.509435
H168,2034,-73.56266,45.512274
H169,2034,-73.56266,45.512274
H172,2034,-73.562587,45.512419
G444,2038,-73.570604,45.509315
G446,2038,-73.570438,45.509239
G447,2038,-73.570438,45.509239
G448,2038,-73.57037,45.509208
G451,2038,-73.570176,45.509117
G452,2038,-73.57008,45.509071
G453,2038,-73.57008,45.509071
G454,2038,-73.569947,45.509009
G455,2038,-73.569947,45.509009
G456,2038,-73.569814,45.508946
G457,2038,-73.569814,45.508946
G458,2038,-73.569682,45.508883
G459,2038,-73.569618,45.508854
G460,2038,-73.569618,45.508854
G462,2038,-73.569426,45.508763
G463,2038,-73.569426,45.508763
G464,2038,-73.569317,45.508713
H173,2039,-73.562419,45.512615
H174,2039,-73.562411,45.51266
H175,2039,-73.56239,45.512682
H176,2039,-73.562335,45.512706
H177,2039,-73.562251,45.512796
H178,2039,-73.562251,45.512796
H179,2039,-73.562167,45.512886
H180,2039,-73.562167,45.512886
H181,2039,-73.562083,45.512976
H182,2039,-73.562083,45.512976
S604,2276,-73.566547,45.518576
S605,2276,-73.566547,45.518576
S606,2276,-73.566502,45.518679
S608,2276,-73.566463,45.518765
G893,2284,-73.565407,45.514728
G894,2284,-73.565329,45.51469
G895,2284,-73.565329,45.51469
H946,2375,-73.566747,45.506417
H947,2375,-73.566747,45.506417
H948,2375,-73.566666,45.506509
H949,2375,-73.566666,45.506509
H950,2375,-73.566585,45.506601
H951,2375,-73.566585,45.506601
H952,2375,-73.566505,45.506693
H953,2375,-73.566505,45.506693
H956,2375,-73.566344,45.506877
H957,2375,-73.566344,45.506877
H958,2375,-73.566263,45.506969
H959,2375,-73.566263,45.506969
G896,2578,-73.564921,45.511195
G897,2578,-73.564851,45.511276
G898,2578,-73.564851,45.511276
G899,2578,-73.56477,45.511368
G900,2578,-73.56477,45.511368
G901,2578,-73.56469,45.511459
G902,2578,-73.56469,45.511459
G903,2578,-73.564606,45.511555
G904,2578,-73.564606,45.511555
G905,2578,-73.564527,45.511643
G906,2578,-73.564527,45.511643
G932,2578,-73.563462,45.512829
G933,2578,-73.563389,45.51291
G934,2578,-73.563389,45.51291
G935,2578,-73.563305,45.513005
G936,2578,-73.563305,45.513005
G937,2578,-73.56322,45.513099
G938,2578,-73.56322,45.513099
G939,2578,-73.563138,45.513191
G940,2578,-73.563138,45.513191
G941,2578,-73.563051,45.513288
G942,2578,-73.563051,45.513288
G943,2578,-73.562967,45.513383
G944,2578,-73.562967,45.513383
H960,2592,-73.568071,45.507017
H961,2592,-73.568071,45.507017
H962,2592,-73.567983,45.50711
H963,2592,-73.567983,45.50711
H964,2592,-73.567894,45.507203
H965,2592,-73.567894,45.507203
H966,2592,-73.567852,45.507251
H967,2593,-73.567912,45.506942
H968,2593,-73.567912,45.506942
H969,2593,-73.567823,45.507035
H970,2593,-73.567823,45.507035
H971,2593,-73.567736,45.507127
H972,2593,-73.567736,45.507127
H973,2593,-73.567691,45.507174
H974,2594,-73.568421,45.507636
H975,2594,-73.568421,45.507636
H976,2594,-73.568293,45.507577
H977,2594,-73.568293,45.507577
H978,2594,-73.568166,45.507517
H979,2594,-73.568166,45.507517
H980,2594,-73.568039,45.507457
H981,2594,-73.568039,45.507457
H982,2594,-73.567911,45.507397
H983,2594,-73.567911,45.507397
H985,2595,-73.567545,45.507226
H986,2595,-73.567545,45.507226
H987,2595,-73.567417,45.507166
H988,2595,-73.567417,45.507166
H989,2595,-73.567289,45.507106
H990,2595,-73.567289,45.507106
H991,2595,-73.567162,45.507046
H992,2595,-73.567162,45.507046
H995,2595,-73.566906,45.506926
H996,2595,-73.566906,45.506926
H997,2595,-73.566779,45.506866
H998,2595,-73.566779,45.506866
H414,2601,-73.567879,45.506838
H415,2601,-73.567879,45.506838
H416,2601,-73.567745,45.506774
H417,2601,-73.567745,45.506774
H418,2601,-73.567621,45.50671
H419,2601,-73.567621,45.50671
H420,2601,-73.567513,45.506634
H423,2601,-73.567345,45.506586
H424,2601,-73.567246,45.506538
H425,2601,-73.567246,45.506538
H426,2601,-73.567145,45.506488
H427,2601,-73.567074,45.506429
H428,2601,-73.567074,45.506429
F953,2612,-73.56862,45.504245
F954,2612,-73.568556,45.504359
F955,2612,-73.568556,45.504359
F959,2612,-73.568356,45.504531
F960,2612,-73.568356,45.504531
F961,2612,-73.568272,45.504624
F963,2612,-73.568197,45.504705
F965,2612,-73.568125,45.504787
F966,2612,-73.568114,45.504847
F967,2612,-73.568114,45.504847
F968,2612,-73.568006,45.504921
F969,2612,-73.568006,45.504921
F970,2612,-73.567926,45.505012
F971,2612,-73.567926,45.505012
F972,2612,-73.567841,45.505107
F973,2612,-73.567841,45.505107
F974,2612,-73.567793,45.505163
F975,2612,-73.567738,45.505224
Q007,2613,-73.560953,45.513018
Q008,2613,-73.560953,45.513018
Q010,2613,-73.560866,45.51317
Q011,2613,-73.560866,45.51317
Q012,2613,-73.560787,45.513261
Q013,2613,-73.560787,45.513261
Q014,2613,-73.560744,45.51331
Q015,2613,-73.560667,45.5134
Q016,2613,-73.560621,45.513453
Q017,2613,-73.560621,45.513453
Q018,2613,-73.560535,45.513552
Q019,2613,-73.560535,45.513552
F977,2618,-73.567571,45.505427
F978,2618,-73.567571,45.505427
F979,2618,-73.567525,45.505478
F980,2618,-73.567452,45.505561
F981,2618,-73.567452,45.505561
F982,2618,-73.567407,45.505614
F983,2618,-73.567363,45.505663
F985,2618,-73.567293,45.505785
F986,2618,-73.567293,45.505785
F987,2618,-73.567187,45.505866
F988,2618,-73.567187,45.505866
F989,2618,-73.567119,45.505942
F990,2618,-73.567083,45.505984
F991,2618,-73.567042,45.50603
F992,2618,-73.567004,45.506074
F993,2618,-73.566962,45.506123
F994,2618,-73.566915,45.506176
F001,2619,-73.569535,45.505233
F004,2619,-73.56933,45.505136
F005,2619,-73.569215,45.505082
F006,2619,-73.569215,45.505082
F010,2619,-73.568854,45.504926
F011,2619,-73.568854,45.504926
F012,2619,-73.568791,45.504895
F013,2619,-73.568663,45.504835
F014,2619,-73.568663,45.504835
F015,2619,-73.568586,45.504799
H066,2626,-73.563184,45.510431
H067,2626,-73.563184,45.510431
H068,2626,-73.56314,45.510526
H069,2626,-73.563093,45.510582
H070,2626,-73.563093,45.510582
H071,2626,-73.56298,45.51066
H072,2626,-73.56298,45.51066
H076,2627,-73.562828,45.510857
H077,2627,-73.562774,45.510918
H078,2627,-73.562774,45.510918
H082,2628,-73.562551,45.511209
H083,2628,-73.562551,45.511209
H084,2628,-73.562471,45.511301
H085,2628,-73.562471,45.511301
H086,2628,-73.562391,45.511393
H087,2628,-73.562391,45.511393
H088,2628,-73.562311,45.511485
H089,2628,-73.562311,45.511485
H090,2628,-73.562231,45.511577
H091,2628,-73.562231,45.511577
H019,2716,-73.565298,45.508065
H020,2716,-73.565298,45.508065
H023,2716,-73.565136,45.508248
H024,2716,-73.565136,45.508248
H025,2716,-73.565056,45.50834
H026,2716,-73.565056,45.50834
H027,2716,-73.564975,45.508432
H028,2716,-73.564975,45.508432
H029,2716,-73.564895,45.508524
H030,2716,-73.564895,45.508524
H031,2716,-73.564815,45.508616
H052,2717,-73.563922,45.509639
H053,2717,-73.563922,45.509639
H054,2717,-73.563841,45.509731
H056,2718,-73.563613,45.509993
H059,2718,-73.563491,45.51013
H060,2718,-73.563491,45.51013
H061,2718,-73.563412,45.510223
Q022,2719,-73.560258,45.513849
Q023,2719,-73.560189,45.513884
Q024,2719,-73.560189,45.513884
Q025,2719,-73.560113,45.513978
Q026,2719,-73.560113,45.513978
Q027,2719,-73.560038,45.514072
Q028,2719,-73.560038,45.514072
Q038,2720,-73.559431,45.514762
Q039,2720,-73.559431,45.514762
Q040,2720,-73.559342,45.514857
Q041,2720,-73.559342,45.514857
Q042,2721,-73.559166,45.515053
Q043,2721,-73.559166,45.515053
Q044,2721,-73.559082,45.515145
Q045,2721,-73.559082,45.515145
G951,2732,-73.568732,45.507636
G952,2732,-73.568732,45.507636
G955,2732,-73.568625,45.507848
G956,2732,-73.568625,45.507848
G957,2732,-73.56857,45.507958
G958,2732,-73.56857,45.507958
PB391,2770,-73.569399,45.512949
PC572,2771,-73.569242,45.513291
PC573,2771,-73.569217,45.51335
PC574,2771,-73.569217,45.51335
PC575,2771,-73.569172,45.513451
PC576,2771,-73.569172,45.513451
PC579,2772,-73.569038,45.513751
PC580,2772,-73.569038,45.513751
PC581,2772,-73.569002,45.513828
PC586,2773,-73.568861,45.514144
PC587,2773,-73.56881,45.514255
PC588,2773,-73.56881,45.514255
PC589,2773,-73.56876,45.51437
PC590,2773,-73.56876,45.51437
PC591,2773,-73.568711,45.514479
PC592,2773,-73.568711,45.514479
PC599,2774,-73.568267,45.515454
PC600,2774,-73.56823,45.51554
PC601,2774,-73.56823,45.51554
PC602,2774,-73.568185,45.515641
PC603,2774,-73.568185,45.515641
PC604,2774,-73.568139,45.515742
PC605,2774,-73.568139,45.515742
PC609,2774,-73.568009,45.515975
PC613,2774,-73.567935,45.516197
PC614,2774,-73.567935,45.516197
PC615,2774,-73.567887,45.516305
PC616,2774,-73.567887,45.516305
PC617,2774,-73.567838,45.516413
PC618,2774,-73.567838,45.516413
PC619,2774,-73.567789,45.516521
PC620,2774,-73.567789,45.516521
PC621,2774,-73.567743,45.516623
PC622,2774,-73.567743,45.516623
PC623,2774,-73.567697,45.516726
PC624,2774,-73.567697,45.516726
PC625,2774,-73.567663,45.516803
PC629,2775,-73.566956,45.518365
PC630,2775,-73.566915,45.518453
PC631,2775,-73.566915,45.518453
PC635,2775,-73.566805,45.518694
PC638,2775,-73.566734,45.518853
PC639,2775,-73.566713,45.518903
Q067,2781,-73.561128,45.512644
Q068,2781,-73.561128,45.512644
Q069,2781,-73.560989,45.512579
Q070,2781,-73.560989,45.512579
Q073,2781,-73.560765,45.512476
Q074,2781,-73.560765,45.512476
Q075,2781,-73.560697,45.512443
Q078,2781,-73.560477,45.512343
Q079,2781,-73.560396,45.512307
Q080,2781,-73.560396,45.512307
Q081,2781,-73.560256,45.512244
Q082,2781,-73.560256,45.512244
Q083,2781,-73.560117,45.512179
Q084,2781,-73.560117,45.512179
Q086,2781,-73.559955,45.512106
Q087,2781,-73.55988,45.512072
Q088,2781,-73.55988,45.512072
Q089,2781,-73.55975,45.512014
Q090,2781,-73.55975,45.512014
N982,2821,-73.561932,45.509696
N983,2821,-73.561932,45.509696
N984,2821,-73.561803,45.509637
N985,2821,-73.561803,45.509637
N986,2821,-73.561684,45.509585
G963,2874,-73.566873,45.511877
G964,2874,-73.566801,45.511844
G965,2874,-73.56674,45.511814
PB400,2918,-73.569952,45.511677
PB401,2918,-73.569952,45.511677
PB402,2918,-73.569908,45.511778
PB403,2918,-73.569908,45.511778
PB404,2918,-73.569864,45.511877
PB405,2918,-73.569864,45.511877
PB412,2919,-73.569645,45.512401
PB413,2919,-73.569645,45.512401
