NoTroncon;CenterLongitude;CenterLatitude;EmplacementCount;sNoEmplacement;longitude;latitude
402;-73.56627;45.516467;24;G775;-73.566987;45.516791999999995
402;-73.56627;45.516467;24;G778;-73.566763;45.516690999999994
402;-73.56627;45.516467;24;G779;-73.566763;45.516690999999994
402;-73.56627;45.516467;24;G780;-73.56662299999999;45.516628000000004
402;-73.56627;45.516467;24;G781;-73.56662299999999;45.516628000000004
402;-73.56627;45.516467;24;G782;-73.566488;45.516566
402;-73.56627;45.516467;24;G783;-73.566488;45.516566
402;-73.56627;45.516467;24;G784;-73.566347;45.516502
402;-73.56627;45.516467;24;G785;-73.566347;45.516502
402;-73.56627;45.516467;24;G786;-73.56620600000001;45.516438
402;-73.56627;45.516467;24;G787;-73.56620600000001;45.516438
402;-73.56627;45.516467;24;G788;-73.566075;45.516379
402;-73.56627;45.516467;24;G789;-73.566075;45.516379
402;-73.56627;45.516467;24;G790;-73.565931;45.516314
402;-73.56627;45.516467;24;G791;-73.565931;45.516314
402;-73.56627;45.516467;24;G794;-73.565732;45.516219
402;-73.56627;45.516467;24;G795;-73.56564200000001;45.516174
402;-73.56627;45.516467;24;G796;-73.56564200000001;45.516174
402;-73.56627;45.516467;24;G797;-73.565507;45.516121999999996
402;-73.56627;45.516467;24;G798;-73.565507;45.516121999999996
402;-73.56627;45.516467;24;G799;-73.56538499999999;45.516065000000005
403;-73.566204;45.516252;17;G742;-73.567214;45.516711
403;-73.566204;45.516252;17;G743;-73.567214;45.516711
403;-73.566204;45.516252;17;G751;-73.566693;45.516476000000004
403;-73.566204;45.516252;17;G752;-73.56656600000001;45.516415
403;-73.566204;45.516252;17;G753;-73.56656600000001;45.516415
403;-73.566204;45.516252;17;G756;-73.566313;45.516306
403;-73.566204;45.516252;17;G757;-73.566313;45.516306
403;-73.566204;45.516252;17;G758;-73.56618;45.516241
403;-73.566204;45.516252;17;G759;-73.56618;45.516241
403;-73.566204;45.516252;17;G760;-73.566071;45.516192
403;-73.566204;45.516252;17;G762;-73.565926;45.516124
403;-73.566204;45.516252;17;G763;-73.565926;45.516124
403;-73.566204;45.516252;17;G764;-73.565823;45.516078
403;-73.566204;45.516252;17;G765;-73.565764;45.516051000000004
403;-73.566204;45.516252;17;G767;-73.565636;45.515991
403;-73.566204;45.516252;17;G768;-73.56554;45.515948
403;-73.566204;45.516252;17;G769;-73.56554;45.515948
404;-73.564107;45.515478;24;G846;-73.56495799999999;45.515864
404;-73.564107;45.515478;24;G849;-73.564812;45.515796
404;-73.564107;45.515478;24;G850;-73.564678;45.515738
404;-73.564107;45.515478;24;G851;-73.564678;45.515738
404;-73.564107;45.515478;24;G852;-73.564551;45.515682
404;-73.564107;45.515478;24;G853;-73.564551;45.515682
404;-73.564107;45.515478;24;G854;-73.564423;45.515623
404;-73.564107;45.515478;24;G855;-73.564423;45.515623
404;-73.564107;45.515478;24;G856;-73.564295;45.515562
404;-73.564107;45.515478;24;G857;-73.564295;45.515562
404;-73.564107;45.515478;24;G858;-73.564166;45.515502000000005
404;-73.564107;45.515478;24;G859;-73.564166;45.515502000000005
404;-73.564107;45.515478;24;G860;-73.564036;45.515445
404;-73.564107;45.515478;24;G861;-73.564036;45.515445
404;-73.564107;45.515478;24;G862;-73.563908;45.515388
404;-73.564107;45.515478;24;G863;-73.563908;45.515388
404;-73.564107;45.515478;24;G864;-73.56378199999999;45.51533
404;-73.564107;45.515478;24;G865;-73.56378199999999;45.51533
404;-73.564107;45.515478;24;G866;-73.563645;45.515268
404;-73.564107;45.515478;24;G867;-73.563645;45.515268
404;-73.564107;45.515478;24;G868;-73.563524;45.515212
404;-73.564107;45.515478;24;G869;-73.563524;45.515212
404;-73.564107;45.515478;24;G870;-73.56339200000001;45.515151
404;-73.564107;45.515478;24;G871;-73.56339200000001;45.515151
406;-73.562685;45.514827;20;G872;-73.563278;45.515101
406;-73.562685;45.514827;20;G873;-73.563197;45.515065
406;-73.562685;45.514827;20;G874;-73.563197;45.515065
406;-73.562685;45.514827;20;G875;-73.56312199999999;45.515031
406;-73.562685;45.514827;20;G876;-73.56303199999999;45.514990000000004
406;-73.562685;45.514827;20;G877;-73.562947;45.514949
406;-73.562685;45.514827;20;G878;-73.562947;45.514949
406;-73.562685;45.514827;20;G879;-73.562815;45.51489
406;-73.562685;45.514827;20;G880;-73.562815;45.51489
406;-73.562685;45.514827;20;G881;-73.56273399999999;45.514827000000004
406;-73.562685;45.514827;20;G882;-73.562624;45.514801
406;-73.562685;45.514827;20;G883;-73.562624;45.514801
406;-73.562685;45.514827;20;G884;-73.562489;45.514742
406;-73.562685;45.514827;20;G885;-73.562489;45.514742
406;-73.562685;45.514827;20;G886;-73.562377;45.51469
406;-73.562685;45.514827;20;G887;-73.56229599999999;45.514655
406;-73.562685;45.514827;20;G888;-73.56229599999999;45.514655
406;-73.562685;45.514827;20;G889;-73.562173;45.514575
406;-73.562685;45.514827;20;G890;-73.562141;45.514559999999996
406;-73.562685;45.514827;20;G891;-73.562105;45.514564
407;-73.56434;45.515405;24;G800;-73.565105;45.515747999999995
407;-73.56434;45.515405;24;G801;-73.565076;45.515733000000004
407;-73.56434;45.515405;24;G802;-73.565005;45.515704
407;-73.56434;45.515405;24;G803;-73.56488900000001;45.515652
407;-73.56434;45.515405;24;G804;-73.56488900000001;45.515652
407;-73.56434;45.515405;24;G805;-73.564807;45.515617
407;-73.56434;45.515405;24;G806;-73.56472600000001;45.51558
407;-73.56434;45.515405;24;G807;-73.564619;45.515553999999995
407;-73.56434;45.515405;24;G808;-73.564619;45.515553999999995
407;-73.56434;45.515405;24;G809;-73.564557;45.515504
407;-73.56434;45.515405;24;G810;-73.564441;45.515445
407;-73.56434;45.515405;24;G811;-73.564441;45.515445
407;-73.56434;45.515405;24;G813;-73.564295;45.515381
407;-73.56434;45.515405;24;G814;-73.564175;45.515327
407;-73.56434;45.515405;24;G815;-73.564175;45.515327
407;-73.56434;45.515405;24;G816;-73.564047;45.515268
407;-73.56434;45.515405;24;G817;-73.564047;45.515268
407;-73.56434;45.515405;24;G818;-73.563919;45.515209999999996
407;-73.56434;45.515405;24;G819;-73.563919;45.515209999999996
407;-73.56434;45.515405;24;G820;-73.563789;45.515151
407;-73.56434;45.515405;24;G821;-73.563789;45.515151
407;-73.56434;45.515405;24;G822;-73.56366;45.515091999999996
407;-73.56434;45.515405;24;G823;-73.56366;45.515091999999996
407;-73.56434;45.515405;24;G824;-73.563513;45.515053
408;-73.56116;45.514139;18;Q573;-73.561689;45.514379
408;-73.56116;45.514139;18;Q574;-73.561689;45.514379
408;-73.56116;45.514139;18;Q575;-73.56156;45.514321
408;-73.56116;45.514139;18;Q576;-73.56156;45.514321
408;-73.56116;45.514139;18;Q577;-73.561431;45.514262
408;-73.56116;45.514139;18;Q578;-73.561431;45.514262
408;-73.56116;45.514139;18;Q579;-73.561367;45.514233000000004
408;-73.56116;45.514139;18;Q580;-73.561238;45.514174
408;-73.56116;45.514139;18;Q581;-73.561238;45.514174
408;-73.56116;45.514139;18;Q582;-73.56110799999999;45.514115000000004
408;-73.56116;45.514139;18;Q583;-73.56110799999999;45.514115000000004
408;-73.56116;45.514139;18;Q585;-73.56093299999999;45.514038
408;-73.56116;45.514139;18;Q586;-73.56093299999999;45.514038
408;-73.56116;45.514139;18;Q587;-73.560805;45.513978
408;-73.56116;45.514139;18;Q588;-73.560805;45.513978
408;-73.56116;45.514139;18;Q589;-73.560683;45.513923999999996
408;-73.56116;45.514139;18;Q590;-73.560683;45.513923999999996
408;-73.56116;45.514139;18;Q591;-73.560618;45.513895
409;-73.562628;45.514623;8;G828;-73.563118;45.514846999999996
409;-73.562628;45.514623;8;G829;-73.563118;45.514846999999996
409;-73.562628;45.514623;8;G830;-73.562983;45.514784999999996
409;-73.562628;45.514623;8;G838;-73.56247900000001;45.514554
409;-73.562628;45.514623;8;G839;-73.562403;45.514521
409;-73.562628;45.514623;8;G840;-73.562403;45.514521
409;-73.562628;45.514623;8;G841;-73.56229;45.51447
409;-73.562628;45.514623;8;G842;-73.562229;45.514441999999995
410;-73.560154;45.513682;4;Q619;-73.560252;45.513727
410;-73.560154;45.513682;4;Q620;-73.560172;45.513690000000004
410;-73.560154;45.513682;4;Q621;-73.560097;45.513656
410;-73.560154;45.513682;4;Q622;-73.560097;45.513656
411;-73.56125;45.513997;15;Q554;-73.561774;45.514235
411;-73.56125;45.513997;15;Q555;-73.561774;45.514235
411;-73.56125;45.513997;15;Q556;-73.561688;45.514195
411;-73.56125;45.513997;15;Q559;-73.561536;45.514125
411;-73.56125;45.513997;15;Q560;-73.561419;45.514068
411;-73.56125;45.513997;15;Q561;-73.56135400000001;45.514038
411;-73.56125;45.513997;15;Q562;-73.561288;45.514009
411;-73.56125;45.513997;15;Q563;-73.561288;45.514009
411;-73.56125;45.513997;15;Q564;-73.561139;45.513968
411;-73.56125;45.513997;15;Q565;-73.561139;45.513968
411;-73.56125;45.513997;15;Q566;-73.56102299999999;45.513892999999996
411;-73.56125;45.513997;15;Q567;-73.56102299999999;45.513892999999996
411;-73.56125;45.513997;15;Q570;-73.560858;45.513816
411;-73.56125;45.513997;15;Q571;-73.560724;45.513754999999996
411;-73.56125;45.513997;15;Q572;-73.560724;45.513754999999996
414;-73.559858;45.51336;11;Q592;-73.56036;45.513584
414;-73.559858;45.51336;11;Q593;-73.56036;45.513584
414;-73.559858;45.51336;11;Q594;-73.56025;45.513536
414;-73.559858;45.51336;11;Q598;-73.560018;45.513435
414;-73.559858;45.51336;11;Q599;-73.559873;45.513366999999995
414;-73.559858;45.51336;11;Q600;-73.559873;45.513366999999995
414;-73.559858;45.51336;11;Q602;-73.559682;45.513282000000004
414;-73.559858;45.51336;11;Q603;-73.559585;45.513237
414;-73.559858;45.51336;11;Q604;-73.559585;45.513237
414;-73.559858;45.51336;11;Q605;-73.559481;45.513189000000004
414;-73.559858;45.51336;11;Q607;-73.55936700000001;45.513143
415;-73.559109;45.513024;2;Q608;-73.55910899999999;45.513024
415;-73.559109;45.513024;2;Q609;-73.55910899999999;45.513024
561;-73.563301;45.513762;11;G658;-73.56394;45.514072
561;-73.563301;45.513762;11;G659;-73.563956;45.514053999999994
561;-73.563301;45.513762;11;G665;-73.563509;45.513876
561;-73.563301;45.513762;11;G666;-73.563509;45.513876
561;-73.563301;45.513762;11;G668;-73.563245;45.513729
561;-73.563301;45.513762;11;G669;-73.563161;45.513690000000004
561;-73.563301;45.513762;11;G670;-73.563161;45.513690000000004
561;-73.563301;45.513762;11;G671;-73.563017;45.513625
561;-73.563301;45.513762;11;G672;-73.563017;45.513625
561;-73.563301;45.513762;11;G673;-73.56289699999999;45.51357
561;-73.563301;45.513762;11;G674;-73.56289699999999;45.51357
562;-73.563553;45.513732;12;G640;-73.564066;45.513965
562;-73.563553;45.513732;12;G642;-73.56389;45.513884999999995
562;-73.563553;45.513732;12;G643;-73.56389;45.513884999999995
562;-73.563553;45.513732;12;G644;-73.563755;45.513824
562;-73.563553;45.513732;12;G645;-73.563755;45.513824
562;-73.563553;45.513732;12;G646;-73.56362299999999;45.513764
562;-73.563553;45.513732;12;G647;-73.56362299999999;45.513764
562;-73.563553;45.513732;12;G651;-73.563314;45.513624
562;-73.563553;45.513732;12;G652;-73.563314;45.513624
562;-73.563553;45.513732;12;G653;-73.56318;45.513563
562;-73.563553;45.513732;12;G654;-73.56318;45.513563
562;-73.563553;45.513732;12;G655;-73.563046;45.513502
563;-73.562006;45.513175;12;H854;-73.562535;45.513418
563;-73.562006;45.513175;12;H855;-73.562535;45.513418
563;-73.562006;45.513175;12;H856;-73.562391;45.513352000000005
563;-73.562006;45.513175;12;H857;-73.562391;45.513352000000005
563;-73.562006;45.513175;12;H860;-73.56215;45.513242
563;-73.562006;45.513175;12;H861;-73.56215;45.513242
563;-73.562006;45.513175;12;H862;-73.56200600000001;45.513176
563;-73.562006;45.513175;12;H864;-73.561871;45.513114
563;-73.562006;45.513175;12;H868;-73.561578;45.512979
563;-73.562006;45.513175;12;H869;-73.561578;45.512979
563;-73.562006;45.513175;12;H870;-73.561442;45.512916
563;-73.562006;45.513175;12;H871;-73.561442;45.512916
564;-73.560603;45.512521;17;H872;-73.561089;45.512741999999996
564;-73.560603;45.512521;17;H873;-73.561089;45.512741999999996
564;-73.560603;45.512521;17;H874;-73.56096;45.512684
564;-73.560603;45.512521;17;H875;-73.56096;45.512684
564;-73.560603;45.512521;17;H876;-73.560851;45.512637
564;-73.560603;45.512521;17;H877;-73.560787;45.512607
564;-73.560603;45.512521;17;H878;-73.560702;45.512566
564;-73.560603;45.512521;17;H879;-73.560702;45.512566
564;-73.560603;45.512521;17;H880;-73.560574;45.512508000000004
564;-73.560603;45.512521;17;H881;-73.560574;45.512508000000004
564;-73.560603;45.512521;17;H882;-73.56044399999999;45.512449
564;-73.560603;45.512521;17;H883;-73.56044399999999;45.512449
564;-73.560603;45.512521;17;H884;-73.560316;45.512389
564;-73.560603;45.512521;17;H885;-73.560316;45.512389
564;-73.560603;45.512521;17;H886;-73.560188;45.51233
564;-73.560603;45.512521;17;H887;-73.560124;45.5123
564;-73.560603;45.512521;17;H888;-73.560124;45.5123
574;-73.563689;45.508326;20;H641;-73.564598;45.508696
574;-73.563689;45.508326;20;H642;-73.56446700000001;45.508639
574;-73.563689;45.508326;20;H643;-73.56446700000001;45.508639
574;-73.563689;45.508326;20;H644;-73.56431500000001;45.508593
574;-73.563689;45.508326;20;H645;-73.56431500000001;45.508593
574;-73.563689;45.508326;20;H646;-73.56418199999999;45.508532
574;-73.563689;45.508326;20;H647;-73.56418199999999;45.508532
574;-73.563689;45.508326;20;H650;-73.564006;45.508438
574;-73.563689;45.508326;20;H654;-73.563691;45.508344
574;-73.563689;45.508326;20;H655;-73.563691;45.508344
574;-73.563689;45.508326;20;H658;-73.56348299999999;45.508252
574;-73.563689;45.508326;20;H659;-73.56348299999999;45.508252
574;-73.563689;45.508326;20;H660;-73.563355;45.508192
574;-73.563689;45.508326;20;H661;-73.563355;45.508192
574;-73.563689;45.508326;20;H662;-73.563225;45.508136
574;-73.563689;45.508326;20;H663;-73.563225;45.508136
574;-73.563689;45.508326;20;H664;-73.563096;45.508076
574;-73.563689;45.508326;20;H665;-73.563096;45.508076
574;-73.563689;45.508326;20;H669;-73.562775;45.507933
574;-73.563689;45.508326;20;H670;-73.562775;45.507933
585;-73.562443;45.513964;17;G725;-73.56278499999999;45.513581
585;-73.562443;45.513964;17;G726;-73.56271600000001;45.513657
585;-73.562443;45.513964;17;G727;-73.56271600000001;45.513657
585;-73.562443;45.513964;17;G728;-73.56263100000001;45.513751
585;-73.562443;45.513964;17;G729;-73.56263100000001;45.513751
585;-73.562443;45.513964;17;G730;-73.562547;45.513846
585;-73.562443;45.513964;17;G731;-73.562547;45.513846
585;-73.562443;45.513964;17;G732;-73.562463;45.513940000000005
585;-73.562443;45.513964;17;G733;-73.562463;45.513940000000005
585;-73.562443;45.513964;17;G734;-73.562379;45.514035
585;-73.562443;45.513964;17;G735;-73.562379;45.514035
585;-73.562443;45.513964;17;G736;-73.56229499999999;45.51413
585;-73.562443;45.513964;17;G737;-73.56229499999999;45.51413
585;-73.562443;45.513964;17;G738;-73.562211;45.514224
585;-73.562443;45.513964;17;G739;-73.562211;45.514224
585;-73.562443;45.513964;17;G740;-73.562127;45.514319
585;-73.562443;45.513964;17;G741;-73.562127;45.514319
598;-73.560209;45.514212;14;Q402;-73.56049;45.513911
598;-73.560209;45.514212;14;Q403;-73.56044399999999;45.513959
598;-73.560209;45.514212;14;Q404;-73.56044399999999;45.513959
598;-73.560209;45.514212;14;Q405;-73.560354;45.514059
598;-73.560209;45.514212;14;Q406;-73.560354;45.514059
598;-73.560209;45.514212;14;Q407;-73.560263;45.514154
598;-73.560209;45.514212;14;Q408;-73.560263;45.514154
598;-73.560209;45.514212;14;Q409;-73.56019;45.514233000000004
598;-73.560209;45.514212;14;Q411;-73.56010699999999;45.514322
598;-73.560209;45.514212;14;Q412;-73.56010699999999;45.514322
598;-73.560209;45.514212;14;Q413;-73.560023;45.514412
598;-73.560209;45.514212;14;Q414;-73.560023;45.514412
598;-73.560209;45.514212;14;Q415;-73.559938;45.514502
598;-73.560209;45.514212;14;Q416;-73.55993199999999;45.514509000000004
599;-73.559322;45.51517;10;Q420;-73.559492;45.514983
599;-73.559322;45.51517;10;Q421;-73.559492;45.514983
599;-73.559322;45.51517;10;Q422;-73.55941999999999;45.515063
599;-73.559322;45.51517;10;Q423;-73.55936;45.515128000000004
599;-73.559322;45.51517;10;Q424;-73.55936;45.515128000000004
599;-73.559322;45.51517;10;Q425;-73.55927700000001;45.515219
599;-73.559322;45.51517;10;Q426;-73.55927700000001;45.515219
599;-73.559322;45.51517;10;Q427;-73.55919300000001;45.51531
599;-73.559322;45.51517;10;Q428;-73.55919300000001;45.51531
599;-73.559322;45.51517;10;Q429;-73.559151;45.515357
612;-73.566772;45.506591;7;H184;-73.566875;45.506473
612;-73.566772;45.506591;7;H185;-73.566835;45.506519
612;-73.566772;45.506591;7;H186;-73.566835;45.506519
612;-73.566772;45.506591;7;H187;-73.566754;45.506611
612;-73.566772;45.506591;7;H188;-73.566754;45.506611
612;-73.566772;45.506591;7;H189;-73.566674;45.506703
612;-73.566772;45.506591;7;H190;-73.566674;45.506703
613;-73.565553;45.507986;26;H198;-73.566118;45.50734
613;-73.565553;45.507986;26;H199;-73.566118;45.50734
613;-73.565553;45.507986;26;H200;-73.566037;45.507432
613;-73.565553;45.507986;26;H201;-73.566037;45.507432
613;-73.565553;45.507986;26;H202;-73.565957;45.507524
613;-73.565553;45.507986;26;H203;-73.565957;45.507524
613;-73.565553;45.507986;26;H204;-73.565876;45.507616
613;-73.565553;45.507986;26;H205;-73.565876;45.507616
613;-73.565553;45.507986;26;H206;-73.56579599999999;45.507708
613;-73.565553;45.507986;26;H207;-73.56579599999999;45.507708
613;-73.565553;45.507986;26;H208;-73.565715;45.5078
613;-73.565553;45.507986;26;H209;-73.565715;45.5078
613;-73.565553;45.507986;26;H210;-73.565635;45.507892
613;-73.565553;45.507986;26;H215;-73.565434;45.508122
613;-73.565553;45.507986;26;H216;-73.565434;45.508122
613;-73.565553;45.507986;26;H217;-73.565354;45.508214
613;-73.565553;45.507986;26;H218;-73.565354;45.508214
613;-73.565553;45.507986;26;H219;-73.565274;45.508306
613;-73.565553;45.507986;26;H220;-73.565274;45.508306
613;-73.565553;45.507986;26;H221;-73.56519300000001;45.508398
613;-73.565553;45.507986;26;H222;-73.56519300000001;45.508398
613;-73.565553;45.507986;26;H223;-73.565113;45.50849
613;-73.565553;45.507986;26;H224;-73.565113;45.50849
613;-73.565553;45.507986;26;H225;-73.565031;45.508582000000004
613;-73.565553;45.507986;26;H226;-73.565031;45.508582000000004
613;-73.565553;45.507986;26;H227;-73.56495100000001;45.508674
614;-73.564553;45.509128;12;H228;-73.564753;45.508897999999995
614;-73.564553;45.509128;12;H229;-73.564753;45.508897999999995
614;-73.564553;45.509128;12;H230;-73.564673;45.508990000000004
614;-73.564553;45.509128;12;H231;-73.564673;45.508990000000004
614;-73.564553;45.509128;12;H232;-73.564592;45.509082
614;-73.564553;45.509128;12;H233;-73.564592;45.509082
614;-73.564553;45.509128;12;H234;-73.564513;45.509174
614;-73.564553;45.509128;12;H235;-73.564513;45.509174
614;-73.564553;45.509128;12;H236;-73.564433;45.509267
614;-73.564553;45.509128;12;H237;-73.564433;45.509267
614;-73.564553;45.509128;12;H238;-73.564353;45.509359
614;-73.564553;45.509128;12;H239;-73.564353;45.509359
615;-73.564073;45.509679;5;H240;-73.564138;45.509606
615;-73.564073;45.509679;5;H241;-73.564138;45.509606
615;-73.564073;45.509679;5;H242;-73.56405699999999;45.509696999999996
615;-73.564073;45.509679;5;H243;-73.56405699999999;45.509696999999996
615;-73.564073;45.509679;5;H244;-73.563976;45.509789000000005
616;-73.563667;45.510144;6;H245;-73.56374699999999;45.510052
616;-73.563667;45.510144;6;H246;-73.56374699999999;45.510052
616;-73.563667;45.510144;6;H247;-73.563666;45.510144
616;-73.563667;45.510144;6;H248;-73.563666;45.510144
616;-73.563667;45.510144;6;H249;-73.563587;45.510236
616;-73.563667;45.510144;6;H250;-73.563587;45.510236
617;-73.563072;45.510873;12;H256;-73.56325;45.510633
617;-73.563072;45.510873;12;H257;-73.56325;45.510633
617;-73.563072;45.510873;12;H258;-73.563198;45.510737
617;-73.563072;45.510873;12;H259;-73.563198;45.510737
617;-73.563072;45.510873;12;H260;-73.563121;45.510829
617;-73.563072;45.510873;12;H261;-73.563121;45.510829
617;-73.563072;45.510873;12;H262;-73.56304300000001;45.510913
617;-73.563072;45.510873;12;H263;-73.562999;45.510963000000004
617;-73.563072;45.510873;12;H264;-73.562999;45.510963000000004
617;-73.563072;45.510873;12;H265;-73.562928;45.511041999999996
617;-73.563072;45.510873;12;H266;-73.562893;45.511082
617;-73.563072;45.510873;12;H267;-73.562865;45.511114
618;-73.562528;45.511465;10;H268;-73.562696;45.511272999999996
618;-73.562528;45.511465;10;H269;-73.562696;45.511272999999996
618;-73.562528;45.511465;10;H270;-73.562608;45.51137
618;-73.562528;45.511465;10;H271;-73.56260999999999;45.511371000000004
618;-73.562528;45.511465;10;H272;-73.562531;45.511461
618;-73.562528;45.511465;10;H273;-73.562531;45.511461
618;-73.562528;45.511465;10;H274;-73.562451;45.511553
618;-73.562528;45.511465;10;H275;-73.562411;45.5116
618;-73.562528;45.511465;10;H276;-73.562371;45.511646
618;-73.562528;45.511465;10;H277;-73.562371;45.511646
619;-73.562087;45.512007;8;H278;-73.56221500000001;45.511869
619;-73.562087;45.512007;8;H279;-73.56221500000001;45.511869
619;-73.562087;45.512007;8;H280;-73.56210300000001;45.511951
619;-73.562087;45.512007;8;H281;-73.56210300000001;45.511951
619;-73.562087;45.512007;8;H282;-73.562054;45.512059
619;-73.562087;45.512007;8;H283;-73.562054;45.512059
619;-73.562087;45.512007;8;H284;-73.56197399999999;45.512147999999996
619;-73.562087;45.512007;8;H285;-73.56197399999999;45.512147999999996
620;-73.561651;45.512509;10;H286;-73.561808;45.512328000000004
620;-73.561651;45.512509;10;H287;-73.561808;45.512328000000004
620;-73.561651;45.512509;10;H288;-73.561728;45.512415999999995
620;-73.561651;45.512509;10;H289;-73.561728;45.512415999999995
620;-73.561651;45.512509;10;H290;-73.561677;45.512478
620;-73.561651;45.512509;10;H291;-73.56164100000001;45.512521
620;-73.561651;45.512509;10;H292;-73.561582;45.512589
620;-73.561651;45.512509;10;H293;-73.561532;45.512648
620;-73.561651;45.512509;10;H294;-73.561532;45.512648
620;-73.561651;45.512509;10;H295;-73.561475;45.512714
621;-73.561001;45.5133;17;H906;-73.56132099999999;45.512929
621;-73.561001;45.5133;17;H907;-73.561297;45.512955
621;-73.561001;45.5133;17;H908;-73.56124799999999;45.513009999999994
621;-73.561001;45.5133;17;H909;-73.561181;45.513095
621;-73.561001;45.5133;17;H910;-73.561181;45.513095
621;-73.561001;45.5133;17;H911;-73.561127;45.513156
621;-73.561001;45.5133;17;H912;-73.561079;45.513211
621;-73.561001;45.5133;17;H913;-73.56102;45.513279
621;-73.561001;45.5133;17;H914;-73.56102;45.513279
621;-73.561001;45.5133;17;H915;-73.56097;45.513337
621;-73.561001;45.5133;17;H916;-73.560919;45.513394
621;-73.561001;45.5133;17;H917;-73.560867;45.513453000000005
621;-73.561001;45.5133;17;H918;-73.56081800000001;45.51351
621;-73.561001;45.5133;17;H919;-73.560777;45.513556
621;-73.561001;45.5133;17;H920;-73.560777;45.513556
621;-73.561001;45.5133;17;H921;-73.56071899999999;45.513622999999995
621;-73.561001;45.5133;17;H922;-73.560688;45.513658
890;-73.565693;45.503657;11;K146;-73.56601500000001;45.50327
890;-73.565693;45.503657;11;K147;-73.56601500000001;45.50327
890;-73.565693;45.503657;11;K148;-73.565937;45.503363
890;-73.565693;45.503657;11;K149;-73.565937;45.503363
890;-73.565693;45.503657;11;K150;-73.56586;45.503456
890;-73.565693;45.503657;11;K158;-73.565564;45.503814
890;-73.565693;45.503657;11;K159;-73.565564;45.503814
890;-73.565693;45.503657;11;K160;-73.565472;45.503918
890;-73.565693;45.503657;11;K161;-73.565472;45.503918
890;-73.565693;45.503657;11;K162;-73.565393;45.504022
890;-73.565693;45.503657;11;K163;-73.565393;45.504022
891;-73.566002;45.503926;15;F454;-73.56630200000001;45.503534
891;-73.566002;45.503926;15;F455;-73.566222;45.503640999999995
891;-73.566002;45.503926;15;F456;-73.566222;45.503640999999995
891;-73.566002;45.503926;15;F457;-73.566142;45.503747
